id,first_name,last_name,email,gender,date_of_birth,study,ganghood,sport,graduation_year
119-8095,Kesley,PADMORE,kpadmore@uni.edu,Male,03/07/1998,Tourism & Catering,,,2022
117-6278,Ozzy,HACCLETON,ohaccleton@uni.edu,Female,04/11/1998,Medicine,,,2022
119-8044,Vasili,GISBY,vgisby@uni.edu,Male,06/03/1998,Chemistry,Nu Phi Lambda,,2022
111-7261,Israel,MEWTON,imewton@uni.edu,Female,23/08/1997,Gastronomy,,,2023
117-8151,Kain,KLOS,kklos@uni.edu,Bigender,09/07/1996,Tourism & Catering,,,2022
118-9953,Mill,FILOV,mfilov@uni.edu,Agender,07/08/1998,Agronomy,,Soccer,2022
119-8689,Zonda,MUSTARDE,zmustarde@uni.edu,Female,19/10/1998,Agronomy,,Volleyball,2023
119-6161,Mandel,HARCASE,mharcase@uni.edu,Male,19/06/1997,Business Administration,,,2023
114-1612,Esmaria,TANN,etann@uni.edu,Male,27/01/1997,Journalism,,,2022
118-8566,Saleem,MORALEDA,smoraleda@uni.edu,Female,27/09/1996,Tourism & Catering,,Swimming,2024
119-3915,Billye,FIBBENS,bfibbens@uni.edu,Female,19/02/1998,Medicine,,Martial Arts,2024
119-9190,Chelsy,CAUSNETT,ccausnett@uni.edu,Female,14/04/1997,Law,,,2023
111-3936,Linette,MCORKIL,lmcorkil@uni.edu,Female,16/10/1996,Chemistry,,,2022
115-9451,Dione,SMYLIE,dsmylie@uni.edu,Male,30/06/1998,Gastronomy,,,2023
118-5806,Gerti,BLONDEL,gblondel@uni.edu,Female,03/11/1998,Agronomy,,Volleyball,2024
117-9746,Emanuel,MARGETT,emargett@uni.edu,Male,24/10/1997,Art & Culture,,Tennis,2024
112-4442,Phylys,HEAK,pheak@uni.edu,Male,06/04/1996,Biotechnology,,,2023
116-8639,Cindie,CAIG,ccaig@uni.edu,Female,18/10/1998,Medicine,,,2023
118-2346,Erskine,RABBAGE,erabbage@uni.edu,Female,08/03/1998,Computer Science,,,2022
114-9172,Darleen,VEDENISOV,dvedenisov@uni.edu,Male,18/11/1998,Journalism,,Tennis,2024
114-2412,Adam,MACKILPATRICK,amackilpatrick@uni.edu,Female,23/08/1996,Tourism & Catering,,,2022
111-6154,Baron,CHASTNEY,bchastney@uni.edu,Female,29/09/1996,Chemistry,,,2022
119-6290,Launce,KERWEN,lkerwen@uni.edu,Female,26/06/1997,Business Administration,Tau Picore,,2024
119-8474,Jozef,RENDBAEK,jrendbaek@uni.edu,Male,13/05/1997,Mathematics,,Martial Arts,2024
112-5996,Darsie,SINGLETON,dsingleton@uni.edu,Bigender,24/07/1998,History,,Swimming,2024
115-4904,Buddie,BENFELL,bbenfell@uni.edu,Male,04/12/1996,Mathematics,,,2023
113-8460,Cordula,BRIDDEN,cbridden@uni.edu,Male,21/02/1996,IT,Kappa Xi,,2022
115-6404,Ediva,DAT,edat@uni.edu,Male,30/05/1998,Mathematics,,,2022
114-2411,Hastings,LETHABRIDGE,hlethabridge@uni.edu,Female,22/12/1998,Physics,,,2024
119-4647,Silvano,LIMBRICK,slimbrick@uni.edu,Female,02/07/1998,Art & Culture,,Swimming,2023
115-3509,Nathalie,OLFORD,nolford@uni.edu,Female,14/09/1997,Architecture,,,2023
112-3373,Darn,HALLEDAY,dhalleday@uni.edu,Genderqueer,01/07/1997,Computer Science,,Track & Field,2022
119-2907,Daffie,POTELL,dpotell@uni.edu,Female,30/08/1996,Computer Science,,,2022
115-5493,Glennie,SENNER,gsenner@uni.edu,Male,30/03/1996,Finance,,,2022
118-2080,Royal,BABALOLA,rbabalola@uni.edu,Male,26/06/1997,Mathematics,,,2022
111-1855,Howey,KINGHAM,hkingham@uni.edu,Female,29/05/1997,Tourism & Catering,,Cheerleading,2023
119-3968,Stepha,WELFORD,swelford@uni.edu,Male,02/09/1998,Art & Culture,,Tennis,2022
114-6795,Austine,HARTIL,ahartil@uni.edu,Male,20/12/1996,Finance,,Football,2024
116-8776,Franny,VIVYAN,fvivyan@uni.edu,Male,21/01/1998,Medicine,,Hockey,2022
112-4103,Dru,HUGLE,dhugle@uni.edu,Male,07/08/1997,Computer Science,Epsilon,,2023
113-6816,Almeda,RABLE,arable@uni.edu,Female,04/05/1998,Business Administration,,,2022
111-9413,Jocelyn,OLDREY,joldrey@uni.edu,Female,02/08/1998,Law,,,2023
112-3044,Fabian,CROWTHE,fcrowthe@uni.edu,Male,22/08/1998,Law,,,2024
111-7793,Peterus,SHELLIDAY,pshelliday@uni.edu,Male,25/04/1996,Finance,Pi Gamma Rho,,2023
111-8057,Arleen,CARTNER,acartner@uni.edu,Female,14/09/1996,Journalism,,,2022
117-5602,Cynthia,FERRONE,cferrone@uni.edu,Male,29/12/1998,Art & Culture,,,2022
113-8027,See,BURDAS,sburdas@uni.edu,Female,17/08/1998,Gastronomy,,,2024
115-2165,Brig,MALTER,bmalter@uni.edu,Female,04/03/1996,Architecture,,Volleyball,2024
114-4987,Jesselyn,DUNCKLEY,jdunckley@uni.edu,Male,17/03/1997,Tourism & Catering,,Football,2022
113-4557,Mattie,BOAG,mboag@uni.edu,Male,24/08/1998,Gastronomy,,,2024
112-6495,Phaedra,PARCALL,pparcall@uni.edu,Female,03/11/1998,Chemistry,,Tennis,2024
112-6518,Tommie,SALTHOUSE,tsalthouse@uni.edu,Female,28/09/1997,Medicine,Beta Mu,,2022
112-4870,Elmira,CREVAGH,ecrevagh@uni.edu,Male,13/08/1997,Journalism,,,2024
113-1508,Ritchie,LENAGHEN,rlenaghen@uni.edu,Male,30/09/1998,Tourism & Catering,,,2023
114-1021,Kathryne,AVIS,kavis@uni.edu,Female,16/01/1998,Law,,,2023
114-8057,Bastien,BEVILLE,bbeville@uni.edu,Female,30/04/1998,Law,,Volleyball,2024
113-9302,Felike,SENECAUT,fsenecaut@uni.edu,Female,12/02/1997,Chemistry,,,2022
114-3769,Merissa,HUGENIN,mhugenin@uni.edu,Female,13/12/1998,Mathematics,,,2023
113-3329,Rianon,MULROONEY,rmulrooney@uni.edu,Female,12/06/1998,Engineering,,Basketball,2024
119-1407,Brynne,ROMANET,bromanet@uni.edu,Male,19/01/1998,Architecture,,,2024
112-3813,Alexine,THICK,athick@uni.edu,Female,09/08/1998,Art & Culture,,,2023
111-7446,Doralin,HAMOR,dhamor@uni.edu,Female,10/07/1998,Business Administration,Beta Mu,,2024
112-6972,Daphne,GETCLIFF,dgetcliff@uni.edu,Male,26/08/1996,Biotechnology,,,2023
115-9524,Jody,COLEMAN,jcoleman@uni.edu,Male,19/01/1997,Tourism & Catering,,,2022
111-4926,Demetria,POULGLAIS,dpoulglais@uni.edu,Female,01/11/1998,Art & Culture,,Rowing,2023
112-7997,Laureen,WINKLE,lwinkle@uni.edu,Male,06/06/1996,Mathematics,,,2023
117-3161,Tedd,GILKES,tgilkes@uni.edu,Female,15/04/1998,Physics,,Volleyball,2024
115-2663,Megan,SILL,msill@uni.edu,Male,08/12/1998,IT,Delta Magnus,,2023
115-2576,Shela,CLAYDEN,sclayden@uni.edu,Female,03/02/1997,Chemistry,,,2022
112-2200,Elmira,LEMERY,elemery@uni.edu,Male,22/05/1998,Litterature & Linguistics,,,2024
111-6817,Odo,KILJAN,okiljan@uni.edu,Female,27/05/1997,Journalism,,,2022
115-6476,Thayne,DANSKINE,tdanskine@uni.edu,Female,14/02/1998,Computer Science,,Basketball,2024
116-5589,Kirsteni,CLARINGBOLD,kclaringbold@uni.edu,Male,28/11/1996,Medicine,,,2024
114-9145,Philipa,MINCHI,pminchi@uni.edu,Female,30/06/1996,Chemistry,,,2024
113-3687,Frederico,TREVASKIS,ftrevaskis@uni.edu,Genderqueer,27/05/1998,Agronomy,,,2022
112-9407,Ailis,EDGELER,aedgeler@uni.edu,Male,20/08/1998,History,,,2022
113-6472,Tilda,MCFETRIDGE,tmcfetridge@uni.edu,Male,30/05/1997,Chemistry,,,2024
112-3491,Randene,REAME,rreame@uni.edu,Male,08/01/1997,Business Administration,,Tennis,2023
118-2008,Audie,RICCIARDELLO,aricciardello@uni.edu,Male,23/05/1997,Mathematics,,,2023
115-4281,Maurizia,INSALL,minsall@uni.edu,Female,02/02/1998,IT,,,2024
116-3124,Genni,OUGHTON,goughton@uni.edu,Male,20/11/1998,Architecture,Zeta Omega,Gymnastics,2022
116-8960,Irma,SPILLING,ispilling@uni.edu,Male,13/05/1998,Journalism,,,2022
117-1114,Janis,BRANSON,jbranson@uni.edu,Male,16/01/1997,Biotechnology,,,2022
116-2968,Jannelle,GROSVENER,jgrosvener@uni.edu,Female,23/02/1996,Tourism & Catering,,,2024
111-3946,Jeanine,VAUDRE,jvaudre@uni.edu,Male,16/11/1997,Agronomy,,,2022
116-4591,Giff,HEWSON,ghewson@uni.edu,Male,22/09/1997,IT,,Hockey,2024
111-7199,Emmalynn,THEWS,ethews@uni.edu,Female,27/04/1998,Tourism & Catering,,Rowing,2024
116-4722,Woodman,GREETHAM,wgreetham@uni.edu,Female,04/03/1996,Mathematics,Kappa Xi,,2023
119-2992,Clementine,PETTEGRE,cpettegre@uni.edu,Male,25/03/1998,Gastronomy,,,2022
113-9467,Tiphani,JAUNCEY,tjauncey@uni.edu,Male,12/05/1998,IT,Zeta Omega,Rowing,2022
111-3239,Althea,MCCOVENEY,amccoveney@uni.edu,Female,25/08/1997,Tourism & Catering,,,2022
118-2133,Etienne,ANTHOIN,eanthoin@uni.edu,Male,07/07/1997,Computer Science,,,2022
113-2266,Ivett,PEAGRAM,ipeagram@uni.edu,Genderfluid,03/05/1996,Agronomy,,,2024
118-1384,Egan,MICAH,emicah@uni.edu,Female,16/01/1998,Chemistry,,,2023
119-6262,Shane,SAFHILL,ssafhill@uni.edu,Female,05/10/1998,Physics,,,2022
111-4780,Sawyer,SUTHERBY,ssutherby@uni.edu,Male,28/01/1997,Computer Science,,Soccer,2023
117-5773,Mannie,DASSINDALE,mdassindale@uni.edu,Female,11/05/1996,Agronomy,,Track & Field,2022
119-6437,Jacquetta,SAWELL,jsawell@uni.edu,Male,24/09/1996,Agronomy,,,2023
114-7374,Byram,TRAILL,btraill@uni.edu,Male,29/01/1998,Art & Culture,,,2024
114-2059,Brendan,DUNSMUIR,bdunsmuir@uni.edu,Male,05/02/1997,Mathematics,,,2024
117-8349,Rowe,PAAL,rpaal@uni.edu,Male,15/01/1997,Psychology,,Rowing,2024
115-4305,Florie,DENTON,fdenton@uni.edu,Male,24/10/1996,Finance,,,2024
119-6440,Trisha,SYWELL,tsywell@uni.edu,Male,02/05/1996,Computer Science,,Track & Field,2023
112-7537,Izzy,MCCARTAN,imccartan@uni.edu,Female,11/11/1998,History,,,2024
111-5772,Joeann,WINSTANLEY,jwinstanley@uni.edu,Male,24/09/1997,Law,,Tennis,2022
114-4361,Shell,RAMEL,sramel@uni.edu,Female,30/03/1996,Art & Culture,,Cheerleading,2022
118-7460,Kristyn,JANUS,kjanus@uni.edu,Female,07/06/1998,Art & Culture,,,2023
115-9816,Ginelle,NARUP,gnarup@uni.edu,Male,06/09/1996,Computer Science,,,2024
118-6610,Davina,RUSSAN,drussan@uni.edu,Female,02/12/1996,Art & Culture,,,2023
119-9391,Lulu,LEGERWOOD,llegerwood@uni.edu,Male,06/09/1996,Physics,,,2023
118-9835,Elena,PENNINGS,epennings@uni.edu,Female,08/07/1996,Architecture,,,2022
112-5973,Erik,WIBURN,ewiburn@uni.edu,Male,04/07/1998,Journalism,,,2022
115-4395,Dilan,BUSEK,dbusek@uni.edu,Female,25/10/1997,Journalism,,,2023
117-8495,Gawain,SCAIN,gscain@uni.edu,Female,09/09/1996,Tourism & Catering,,Cheerleading,2024
113-9682,Myron,BILLING,mbilling@uni.edu,Male,11/10/1996,Mathematics,,Tennis,2023
113-3597,Danette,DASKIEWICZ,ddaskiewicz@uni.edu,Female,18/05/1997,Chemistry,,,2023
114-3722,Elvina,GARTRELL,egartrell@uni.edu,Male,09/10/1998,Business Administration,,Martial Arts,2023
118-1906,Marne,MCCROSSAN,mmccrossan@uni.edu,Female,29/11/1998,Medicine,,Track & Field,2024
119-1932,Lura,BUMBY,lbumby@uni.edu,Female,21/05/1997,Law,,Tennis,2024
119-7789,Kristi,O'NEARY,koneary@uni.edu,Female,28/09/1998,Business Administration,,,2022
116-6033,Dewie,COHANE,dcohane@uni.edu,Female,14/02/1997,Physics,Epsilon,Volleyball,2022
112-2841,Bertram,NERGER,bnerger@uni.edu,Male,03/12/1997,Medicine,,Volleyball,2022
117-8642,Truda,BURLETON,tburleton@uni.edu,Female,27/08/1998,Architecture,,,2022
111-1802,Krysta,BRAMBILL,kbrambill@uni.edu,Male,24/03/1997,Mathematics,,Tennis,2023
118-5499,Trudey,GERRARD,tgerrard@uni.edu,Female,09/06/1996,Law,,Swimming,2022
117-3946,Talbert,MARKE,tmarke@uni.edu,Female,27/04/1997,Architecture,,Martial Arts,2023
116-8385,Janek,MOWNE,jmowne@uni.edu,Male,19/10/1998,Mathematics,,,2022
114-3814,Baldwin,MCTEER,bmcteer@uni.edu,Male,09/12/1998,Medicine,,,2023
118-9400,Domini,STUKINGS,dstukings@uni.edu,Female,01/10/1998,Law,,,2022
112-3949,Brendon,GEORGER,bgeorger@uni.edu,Female,01/02/1997,Agronomy,,,2023
115-9641,Dannye,SERJEANTSON,dserjeantson@uni.edu,Male,03/07/1998,Art & Culture,,,2023
117-4188,Ganny,MAFHAM,gmafham@uni.edu,Female,01/01/1996,Law,,,2022
115-2704,Josi,BRUSHFIELD,jbrushfield@uni.edu,Male,24/10/1997,Psychology,Tau Picore,Football,2022
119-4748,Elisabeth,CAUSBEY,ecausbey@uni.edu,Female,01/05/1997,Medicine,,,2023
118-1516,Micah,COALBURN,mcoalburn@uni.edu,Genderfluid,04/10/1997,Art & Culture,,,2022
119-3877,Francisca,PALLESKE,fpalleske@uni.edu,Female,15/10/1998,Journalism,,,2023
118-1435,Elisabeth,LUDEE,eludee@uni.edu,Male,01/09/1996,Engineering,,,2023
115-3256,Darcey,DALGARDNO,ddalgardno@uni.edu,Bigender,01/04/1996,Tourism & Catering,Kappa Xi,,2023
111-9399,Reinald,GATTERIDGE,rgatteridge@uni.edu,Female,24/10/1996,Litterature & Linguistics,,Swimming,2023
112-1960,Meyer,FLINTOFF,mflintoff@uni.edu,Female,05/06/1998,Medicine,,,2024
117-4222,Danya,CROWLEY,dcrowley@uni.edu,Male,03/09/1996,History,,,2023
116-5271,Saw,WINGHAM,swingham@uni.edu,Female,22/08/1996,Finance,,,2023
117-3284,Timothea,CHESTON,tcheston@uni.edu,Male,10/08/1996,Chemistry,,,2024
113-4552,Carlo,SKACE,cskace@uni.edu,Male,03/03/1997,Architecture,,Football,2024
116-3226,Bret,BOUSQUET,bbousquet@uni.edu,Male,23/04/1996,Tourism & Catering,,Football,2023
118-5956,Phylis,DAVIDOVITS,pdavidovits@uni.edu,Male,20/06/1998,Tourism & Catering,,Martial Arts,2024
111-2909,Alan,LUTSCH,alutsch@uni.edu,Female,30/03/1998,Tourism & Catering,,Cheerleading,2024
114-6809,Lewie,TRIPON,ltripon@uni.edu,Polygender,23/06/1998,Computer Science,,,2023
116-1794,Benson,RANDERSON,branderson@uni.edu,Female,10/02/1997,Business Administration,,,2024
116-8543,Decca,FAUGHNAN,dfaughnan@uni.edu,Male,25/08/1998,Gastronomy,,,2023
114-8607,Laverne,STILWELL,lstilwell@uni.edu,Male,22/10/1997,Physics,,,2023
111-5373,Pietra,EDMONSTON,pedmonston@uni.edu,Female,10/11/1998,IT,,Swimming,2022
119-7320,Isis,BADSEY,ibadsey@uni.edu,Female,18/09/1998,Chemistry,,,2022
111-5005,Kirsteni,CHAFFER,kchaffer@uni.edu,Female,13/01/1997,Biotechnology,,,2022
111-2707,Henka,GENTZSCH,hgentzsch@uni.edu,Male,12/05/1997,IT,,Gymnastics,2022
119-7510,Chico,HALLOR,challor@uni.edu,Agender,24/08/1996,Engineering,,Gymnastics,2023
115-5685,Lane,ANTCZAK,lantczak@uni.edu,Female,05/06/1998,Tourism & Catering,,,2022
114-8668,Lincoln,VASE,lvase@uni.edu,Male,01/05/1998,Finance,,Football,2024
111-5766,Hastings,MACRORIE,hmacrorie@uni.edu,Female,25/04/1996,Finance,,,2024
112-7469,Bran,CASTILLE,bcastille@uni.edu,Male,04/06/1997,IT,Delta Magnus,,2024
117-3407,Yancy,PURY,ypury@uni.edu,Male,30/03/1998,Engineering,,Gymnastics,2023
117-9099,Winonah,HORNING,whorning@uni.edu,Female,28/09/1998,Tourism & Catering,,,2024
111-8457,Dulci,BOSANKO,dbosanko@uni.edu,Female,28/02/1996,Art & Culture,,Hockey,2022
119-3405,Andriette,REYMERS,areymers@uni.edu,Male,14/09/1998,Business Administration,Zeta Omega,,2022
119-3978,Linus,MACGILLIVRAY,lmacgillivray@uni.edu,Female,20/12/1997,Finance,,,2024
116-6882,Ede,ORRISS,eorriss@uni.edu,Male,03/07/1998,Litterature & Linguistics,,Tennis,2023
116-6073,Carlotta,REDHOUSE,credhouse@uni.edu,Non-binary,27/08/1998,IT,,Gymnastics,2024
116-3828,Carmela,STARSMORE,cstarsmore@uni.edu,Male,07/04/1997,Law,,Hockey,2022
113-7628,Camey,SWEPSTONE,cswepstone@uni.edu,Female,17/10/1998,Tourism & Catering,Nu Phi Lambda,Volleyball,2023
111-4586,Gleda,NANN,gnann@uni.edu,Male,12/01/1997,Law,,Basketball,2022
118-7964,Lamont,MOONEY,lmooney@uni.edu,Female,18/03/1997,Litterature & Linguistics,,,2024
112-1685,Sayers,HYLANDS,shylands@uni.edu,Male,12/05/1997,Psychology,,,2022
117-1414,Jessi,LAFONTAINE,jlafontaine@uni.edu,Male,20/03/1996,IT,,,2024
112-6489,Corliss,CYSTER,ccyster@uni.edu,Male,06/11/1996,Litterature & Linguistics,Pi Gamma Rho,,2022
117-1412,Jared,LOSSELYONG,jlosselyong@uni.edu,Female,14/04/1996,Physics,,Track & Field,2022
114-1395,Ilario,JACOBOWICZ,ijacobowicz@uni.edu,Female,11/07/1996,Tourism & Catering,,,2022
119-2670,Hube,MERILL,hmerill@uni.edu,Male,17/08/1998,Chemistry,,,2023
118-4106,Cinda,MAPLESDEN,cmaplesden@uni.edu,Female,04/04/1997,IT,,,2023
119-1980,Trenna,STRONGHILL,tstronghill@uni.edu,Male,11/07/1996,Art & Culture,,,2022
112-3520,Marlie,TILLMAN,mtillman@uni.edu,Female,21/03/1996,IT,,,2023
116-1549,Polly,POLEYKETT,ppoleykett@uni.edu,Female,10/06/1996,Journalism,,,2023
119-1922,Merrile,NYE,mnye@uni.edu,Female,14/06/1997,History,Tau Picore,Swimming,2023
118-9582,Marybeth,LANIGAN,mlanigan@uni.edu,Female,24/03/1996,Mathematics,,,2023
113-4543,Zulema,LIEPMANN,zliepmann@uni.edu,Female,03/02/1996,Chemistry,,,2023
116-2415,Kala,MCWHIN,kmcwhin@uni.edu,Female,15/09/1997,Business Administration,,,2022
112-9802,Therese,ROLSTON,trolston@uni.edu,Female,27/09/1997,Business Administration,Nu Phi Lambda,Hockey,2022
113-2960,Aimil,EULER,aeuler@uni.edu,Female,31/08/1996,Chemistry,,,2022
114-8616,Marlowe,KMICICKI,mkmicicki@uni.edu,Male,19/07/1998,Chemistry,,,2023
113-3012,Allie,MUMM,amumm@uni.edu,Male,12/02/1998,IT,,Rowing,2022
111-1796,Dacie,REVINGTON,drevington@uni.edu,Female,23/01/1996,Physics,,,2023
117-1742,Rosetta,SCARRATT,rscarratt@uni.edu,Agender,13/02/1998,Psychology,Nu Phi Lambda,,2024
116-7201,Ramon,TREVASKISS,rtrevaskiss@uni.edu,Female,11/08/1998,Law,,Soccer,2023
116-6030,Rebecka,BUGGE,rbugge@uni.edu,Male,27/01/1997,IT,,,2022
116-8797,Beverlee,REISIN,breisin@uni.edu,Female,03/11/1996,Computer Science,,Soccer,2022
113-5969,Suzanne,BRENNENSTUHL,sbrennenstuhl@uni.edu,Male,17/06/1996,Mathematics,,,2023
115-4754,Basia,MEDENDORP,bmedendorp@uni.edu,Female,26/07/1998,Medicine,,,2024
113-1817,Marleen,MACCRANN,mmaccrann@uni.edu,Male,26/12/1998,Architecture,,,2023
115-1161,Randene,GEORGEOT,rgeorgeot@uni.edu,Genderfluid,21/01/1996,Chemistry,,Track & Field,2023
117-9250,Margaux,WALKLEY,mwalkley@uni.edu,Male,15/09/1997,Journalism,,Martial Arts,2023
112-9207,Cindelyn,CECERE,ccecere@uni.edu,Female,18/09/1997,Computer Science,,,2023
118-9483,Billie,VALENTELLI,bvalentelli@uni.edu,Female,13/10/1996,Journalism,,Basketball,2024
111-8132,Rodd,DOOGAN,rdoogan@uni.edu,Female,29/04/1998,Tourism & Catering,,,2023
114-2941,Nevin,RUNNICLES,nrunnicles@uni.edu,Male,23/06/1997,Journalism,,,2022
118-5292,Letta,MULARKEY,lmularkey@uni.edu,Female,22/12/1998,Gastronomy,,Hockey,2023
113-9174,Demeter,NENCI,dnenci@uni.edu,Female,07/12/1996,Medicine,,Gymnastics,2022
116-3528,Robinet,BANDEY,rbandey@uni.edu,Male,23/06/1996,Psychology,,Hockey,2024
113-5740,Nickey,KENYON,nkenyon@uni.edu,Female,05/11/1996,Biotechnology,,,2023
112-5279,Desiree,DEGENHARDT,ddegenhardt@uni.edu,Male,17/12/1996,Business Administration,,,2024
115-1912,Conrado,CARWARDINE,ccarwardine@uni.edu,Female,28/04/1996,Journalism,Beta Mu,Cheerleading,2022
117-6360,Annissa,KAESMAKERS,akaesmakers@uni.edu,Male,06/06/1997,Chemistry,,,2024
117-2046,Hesther,IPPLETT,hipplett@uni.edu,Male,27/12/1996,Art & Culture,,,2023
118-5017,Danette,SELWOOD,dselwood@uni.edu,Genderfluid,23/07/1997,Art & Culture,,,2022
111-5080,Moore,WESTPFEL,mwestpfel@uni.edu,Male,17/07/1996,Business Administration,Epsilon,Football,2023
115-1372,Eveleen,FRYMAN,efryman@uni.edu,Female,08/07/1997,Tourism & Catering,,,2023
112-1803,Vonny,FOULIS,vfoulis@uni.edu,Agender,29/07/1996,Architecture,,,2022
116-7427,Candida,DENZEY,cdenzey@uni.edu,Male,09/02/1996,Engineering,Zeta Omega,,2022
113-3063,Johnny,ROOZE,jrooze@uni.edu,Male,23/05/1997,Medicine,Nu Phi Lambda,,2022
113-5982,Ilyse,LEYSHON,ileyshon@uni.edu,Male,11/05/1996,Physics,,,2022
113-3565,Theo,PIETRUSCHKA,tpietruschka@uni.edu,Male,21/07/1998,Finance,,,2022
114-9003,Minnie,SHACKEL,mshackel@uni.edu,Genderqueer,09/12/1996,Biotechnology,,,2022
115-1370,Shelton,KENNEDY,skennedy@uni.edu,Female,22/02/1997,Journalism,,,2023
116-6842,Tabbie,STANNAS,tstannas@uni.edu,Female,09/08/1996,Litterature & Linguistics,,Tennis,2023
113-8479,Faye,HANDSHEART,fhandsheart@uni.edu,Bigender,31/03/1998,Psychology,,,2024
114-1737,Pepe,WEABEN,pweaben@uni.edu,Male,01/04/1997,Biotechnology,,,2023
111-7347,Loree,BRIMLEY,lbrimley@uni.edu,Female,01/04/1998,Tourism & Catering,,Gymnastics,2024
112-2894,Ferrel,DAFFORNE,fdafforne@uni.edu,Male,03/04/1998,Architecture,,Track & Field,2023
113-3009,Felipe,PYVIS,fpyvis@uni.edu,Female,01/06/1996,Psychology,,Volleyball,2023
114-7326,Clayson,BEERES,cbeeres@uni.edu,Male,24/02/1997,Engineering,Tau Picore,,2023
113-9783,Dalila,DOXSEY,ddoxsey@uni.edu,Male,31/01/1996,Computer Science,,,2023
115-6111,Pierre,HENRI,phenri@uni.edu,Female,02/09/1998,Tourism & Catering,,Volleyball,2024
112-2830,Daniela,VERRILLS,dverrills@uni.edu,Female,15/04/1998,Psychology,,,2022
118-7468,Marika,AWDRY,mawdry@uni.edu,Male,05/04/1997,Law,,Soccer,2024
117-2696,Dun,FUSSEY,dfussey@uni.edu,Female,22/06/1997,IT,,,2023
119-2550,Noland,CASALETTO,ncasaletto@uni.edu,Agender,09/01/1997,Architecture,Tau Picore,Football,2023
113-8707,Jessie,DRINKHALL,jdrinkhall@uni.edu,Male,26/09/1997,IT,Tau Picore,,2023
117-9842,Lucretia,ALCORN,lalcorn@uni.edu,Male,25/02/1997,Finance,,,2023
116-5150,Myrtle,CAGHY,mcaghy@uni.edu,Female,07/02/1998,Law,,,2023
111-6347,Lezley,VYVYAN,lvyvyan@uni.edu,Male,13/03/1998,Mathematics,,,2024
114-7461,Charo,ATCHERLEY,catcherley@uni.edu,Male,17/08/1996,Physics,,,2022
117-1237,Dorian,LANGER,dlanger@uni.edu,Female,27/07/1996,Agronomy,,Martial Arts,2023
119-7064,Stuart,ASKER,sasker@uni.edu,Male,27/09/1997,Business Administration,,,2022
111-5093,Lambert,PYZER,lpyzer@uni.edu,Female,02/02/1996,Psychology,Beta Mu,,2022
114-7837,Hersch,ABELOV,habelov@uni.edu,Female,15/03/1998,Chemistry,,,2022
119-7984,Nicky,BODECHON,nbodechon@uni.edu,Female,28/05/1996,Business Administration,,Tennis,2024
112-8799,Shurwood,LANAWAY,slanaway@uni.edu,Male,06/07/1998,Biotechnology,,Tennis,2023
116-6857,Tish,PINNERE,tpinnere@uni.edu,Polygender,25/12/1998,History,Zeta Omega,Track & Field,2022
115-9310,Dwain,ANTONACCI,dantonacci@uni.edu,Female,15/05/1997,Psychology,,,2023
111-9745,Mathian,PITKAITHLY,mpitkaithly@uni.edu,Male,06/04/1996,Architecture,,,2024
117-5825,Brooks,FACCINI,bfaccini@uni.edu,Female,23/03/1996,History,,,2024
112-7528,Jannelle,TOLSON,jtolson@uni.edu,Female,21/09/1997,Computer Science,,,2022
115-7783,Elvira,JASIAK,ejasiak@uni.edu,Male,12/01/1997,Finance,,,2022
116-2611,Fredra,DELYTH,fdelyth@uni.edu,Female,18/04/1997,Psychology,,,2023
116-4458,Jacquelynn,NEATH,jneath@uni.edu,Female,16/02/1997,IT,,,2022
116-3310,Cass,CRAWSHAW,ccrawshaw@uni.edu,Female,10/07/1996,Art & Culture,,,2024
119-6667,Rip,COUSEN,rcousen@uni.edu,Female,09/07/1997,Computer Science,,Hockey,2024
116-2844,Alwyn,FALLIS,afallis@uni.edu,Male,08/08/1996,Psychology,,,2023
119-2837,Jacqueline,SOULEY,jsouley@uni.edu,Female,07/05/1997,Litterature & Linguistics,,,2024
111-9160,Orelee,GIRAUDEL,ogiraudel@uni.edu,Female,23/08/1998,Law,,,2023
112-9593,Rainer,BUSSWELL,rbusswell@uni.edu,Male,16/06/1997,Computer Science,,,2024
119-1371,Claudette,BETTERIDGE,cbetteridge@uni.edu,Female,10/01/1997,Tourism & Catering,,Track & Field,2022
117-9166,Maggie,BOUGHEN,mboughen@uni.edu,Agender,24/04/1997,Gastronomy,,,2024
117-7369,Will,DURMAN,wdurman@uni.edu,Female,29/07/1997,Physics,,Cheerleading,2024
119-5506,Jenica,SHAWCROSS,jshawcross@uni.edu,Male,08/08/1998,Engineering,,Track & Field,2023
114-4750,Bessie,KROLL,bkroll@uni.edu,Female,28/08/1997,Agronomy,,Hockey,2022
119-5780,Shaine,SPAXMAN,sspaxman@uni.edu,Male,02/02/1996,IT,,,2024
116-9642,Nikolaus,BEARFOOT,nbearfoot@uni.edu,Female,13/03/1997,Biotechnology,,Hockey,2022
115-9132,Rodrique,TINGEY,rtingey@uni.edu,Female,09/08/1998,Journalism,,,2022
119-7238,Jerrine,IVIMY,jivimy@uni.edu,Bigender,26/08/1998,Finance,,,2022
119-2774,Ailsun,NIGHTINGALE,anightingale@uni.edu,Male,19/02/1997,Mathematics,,,2023
114-2066,Perla,COMI,pcomi@uni.edu,Male,28/08/1998,Business Administration,,Basketball,2022
115-9002,Orella,JANTON,ojanton@uni.edu,Male,22/07/1997,Psychology,,Tennis,2024
