id,first_name,last_name,email,gender,date_of_birth,careeer,house,sport
112-cd-9631,Bessie,CLISS,bcliss@uni.edu,Genderqueer,02/04/1998,Journalism,Kappa Xi,Gymnastics
111-df-1598,Willetta,DEPORT,wdeport@uni.edu,Male,09/01/1996,Physics,,
112-cd-9798,Minerva,JEWELL,mjewell@uni.edu,Male,04/05/1998,IT,,Football
112-cd-4292,Idette,BORTOLUSSI,ibortolussi@uni.edu,Female,24/06/1998,Tourism & Catering,,Tennis
111-dc-7810,Nico,LURRIMAN,nlurriman@uni.edu,Male,25/09/1997,Gastronomy,Pi Gamma Rho,Volleyball
111-ef-9142,Budd,WYNDHAM,bwyndham@uni.edu,Male,01/08/1997,Physics,Nu Psi Lambda,Swimming
111-cb-2201,Zacherie,DUMBRECK,zdumbreck@uni.edu,Male,17/03/1997,Architecture,Zeta Omega,Gymnastics
111-ad-8978,Olwen,BORROWS,oborrows@uni.edu,Polygender,14/01/1998,Litterature & Linguistics,,
111-af-3809,Garald,KINTON,gkinton@uni.edu,Male,01/03/1996,Finance,,Football
111-ef-7881,Yuri,VOCKINS,yvockins@uni.edu,Agender,05/07/1996,Computer Science,Kappa Xi,Swimming
112-dc-7598,Ty,MUCCINO,tmuccino@uni.edu,Female,03/05/1997,Tourism & Catering,,Tennis
112-fd-9306,Fredi,DREWE,fdrewe@uni.edu,Non-binary,26/07/1997,Gastronomy,Nu Psi Lambda,Hockey
112-ce-6134,Allyn,BAYLE,abayle@uni.edu,Male,16/06/1997,IT,,Football
112-eb-8394,Randal,SZWARC,rszwarc@uni.edu,Male,12/01/1998,Chemistry,Zeta Omega,Basketball
111-bf-4157,Eirena,GRISHANOV,egrishanov@uni.edu,Male,18/03/1996,Law,,
112-cc-9457,Ashli,HEMPHILL,ahemphill@uni.edu,Male,22/10/1996,Architecture,Delta Magnus,
111-ef-8082,Nicky,MCPARTLIN,nmcpartlin@uni.edu,Male,20/01/1997,Engineering,,Martial Arts
112-dd-3389,Adelind,ASSUR,aassur@uni.edu,Male,01/08/1997,Physics,Kappa Xi,Football
111-ab-3237,Joby,BROADLEY,jbroadley@uni.edu,Female,21/03/1998,Tourism & Catering,,
111-de-7892,Berry,DWERRYHOUSE,bdwerryhouse@uni.edu,Female,01/03/1996,Psychology,Tau Picore,Hockey
111-cd-5836,Gregoor,DANZELMAN,gdanzelman@uni.edu,Non-binary,11/03/1996,Finance,,Gymnastics
112-af-5341,Buddy,BROGDEN,bbrogden@uni.edu,Female,09/03/1997,Medicine,Beta Mu,
111-ed-5682,Dugald,CLANCY,dclancy@uni.edu,Female,22/02/1996,Psychology,Kappa Xi,Tennis
112-dc-5024,Verena,ESKRIET,veskriet@uni.edu,Female,30/01/1996,Psychology,Beta Mu,Volleyball
111-ed-2453,Christiano,HAMMERSLEY,chammersley@uni.edu,Male,25/06/1998,Physics,Kappa Xi,Swimming
111-db-1892,Geneva,ROGEZ,grogez@uni.edu,Female,20/03/1996,Litterature & Linguistics,,Volleyball
111-cd-3736,Lucille,PARCELL,lparcell@uni.edu,Male,01/07/1996,Engineering,,Tennis
111-af-5736,Michele,O'REILLY,moreilly@uni.edu,Female,02/02/1998,Biotechnology,Beta Mu,Volleyball
111-cb-9200,Doy,MAYHO,dmayho@uni.edu,Non-binary,06/12/1996,Architecture,Kappa Xi,Martial Arts
112-cf-3848,Abigael,SELLEN,asellen@uni.edu,Polygender,30/12/1998,Computer Science,,
111-bf-7974,George,CASETTA,gcasetta@uni.edu,Agender,20/06/1998,IT,Nu Psi Lambda,Football
112-da-9046,Louella,LYDIATE,llydiate@uni.edu,Male,01/04/1996,Litterature & Linguistics,,Hockey
111-ab-8723,Jamie,BULL,jbull@uni.edu,Agender,23/07/1996,Art & Culture,,
112-ed-6450,Nadia,ADAMEK,nadamek@uni.edu,Female,03/12/1997,Medicine,Beta Mu,Tennis
112-cf-5768,Hinze,IACOVONE,hiacovone@uni.edu,Female,03/06/1997,Physics,,Volleyball
112-fc-4872,Daffi,DANDY,ddandy@uni.edu,Agender,07/10/1996,Finance,Pi Gamma Rho,Gymnastics
112-be-5198,Vassily,MAFFINI,vmaffini@uni.edu,Male,14/09/1996,Law,Tau Picore,
111-ed-1253,Marjie,RAMES,mrames@uni.edu,Female,18/04/1998,Mathematics,Tau Picore,Hockey
112-ae-7072,Halimeda,ABRAMOVICI,habramovici@uni.edu,Male,21/08/1996,Finance,,Football
112-cb-3972,Ninnette,MCILWAINE,nmcilwaine@uni.edu,Female,09/06/1997,Litterature & Linguistics,,Volleyball
111-bb-4099,Mel,KLEHYN,mklehyn@uni.edu,Female,20/08/1997,Tourism & Catering,Kappa Xi,
112-ad-3825,Roderic,SANTEN,rsanten@uni.edu,Male,24/06/1996,Art & Culture,Tau Picore,
112-cf-6977,Moshe,MATIAS,mmatias@uni.edu,Female,14/03/1997,Architecture,,
111-de-6109,Pru,DRUST,pdrust@uni.edu,Female,17/06/1998,Physics,,Hockey
111-cb-6004,Rutledge,CHARRINGTON,rcharrington@uni.edu,Female,23/12/1997,Chemistry,Kappa Xi,Tennis
112-ed-5845,Davey,COWAN,dcowan@uni.edu,Male,16/01/1997,Law,Zeta Omega,Football
111-bb-7694,Skip,ZIMMERMEISTER,szimmermeister@uni.edu,Male,11/05/1997,History,Kappa Xi,
111-de-4324,Hadrian,ADGER,hadger@uni.edu,Male,16/06/1997,History,Tau Picore,
111-fb-4561,Carolina,KUBACEK,ckubacek@uni.edu,Female,12/02/1998,Physics,Tau Picore,Gymnastics
111-ec-9110,Sande,PAVLATA,spavlata@uni.edu,Male,08/07/1996,Chemistry,Beta Mu,Martial Arts
112-ec-5703,Atlante,TESOE,atesoe@uni.edu,Male,19/11/1998,IT,Delta Magnus,
112-db-5061,Thomasin,BALMANN,tbalmann@uni.edu,Male,18/08/1997,IT,Kappa Xi,Hockey
112-bb-2789,Wilburt,KENSHOLE,wkenshole@uni.edu,Female,25/02/1996,Psychology,,Basketball
112-be-1173,Oren,FORSAITH,oforsaith@uni.edu,Male,07/09/1997,Physics,Kappa Xi,Gymnastics
112-df-7866,Averell,SWALE,aswale@uni.edu,Female,25/08/1996,Chemistry,Kappa Xi,Hockey
112-ea-5366,Wilmar,KOBPAL,wkobpal@uni.edu,Male,22/02/1997,Law,Tau Picore,Basketball
111-bb-9339,Ettie,ENSTONE,eenstone@uni.edu,Female,30/07/1997,Law,Beta Mu,Hockey
111-ba-2735,Roz,LIVER,rliver@uni.edu,Male,11/07/1998,Art & Culture,,Martial Arts
111-ed-3837,Julian,BERGEAU,jbergeau@uni.edu,Male,02/04/1998,Law,Delta Magnus,Swimming
112-fb-7293,Hurlee,TUERENA,htuerena@uni.edu,Male,19/03/1997,Computer Science,,Volleyball
111-be-5113,Gabbey,RANVOISE,granvoise@uni.edu,Female,24/04/1998,Art & Culture,Tau Picore,Tennis
111-fc-8328,Archy,DOBEY,adobey@uni.edu,Female,31/01/1996,Biotechnology,,
111-cb-3181,Oren,REPPER,orepper@uni.edu,Male,15/10/1998,Tourism & Catering,Zeta Omega,Basketball
111-cd-2048,Claudian,SHARROCK,csharrock@uni.edu,Male,17/10/1998,Biotechnology,Beta Mu,
112-de-4658,Remus,HUSSEY,rhussey@uni.edu,Male,21/10/1997,Architecture,,Football
112-ea-9409,Amory,WERENDELL,awerendell@uni.edu,Male,10/09/1996,Computer Science,Delta Magnus,Tennis
111-ae-4652,Christian,KLAMMAN,cklamman@uni.edu,Male,13/08/1998,IT,,Football
112-ef-5649,Wernher,GENNERICH,wgennerich@uni.edu,Male,13/08/1998,Physics,,Martial Arts
111-ca-7536,Dorrie,UTTERMARE,duttermare@uni.edu,Female,08/09/1996,Psychology,Beta Mu,Tennis
111-ba-7882,Curr,KUBAS,ckubas@uni.edu,Genderqueer,04/07/1998,Gastronomy,,Martial Arts
112-eb-8326,Hildegarde,HINCHAM,hhincham@uni.edu,Male,07/04/1996,Engineering,,Martial Arts
111-bb-3298,Brett,WILDEY,bwildey@uni.edu,Female,30/08/1998,Gastronomy,Tau Picore,Tennis
111-bc-1804,Adeline,TREHEARN,atrehearn@uni.edu,Female,14/08/1996,Engineering,Tau Picore,Martial Arts
112-fe-7216,Winslow,EDGARS,wedgars@uni.edu,Male,30/10/1996,Litterature & Linguistics,,
112-ee-3488,Rosita,MCCANN,rmccann@uni.edu,Female,23/05/1997,Biotechnology,,Volleyball
111-bc-2328,Martie,COMINI,mcomini@uni.edu,Male,18/02/1997,Medicine,,
111-aa-7089,Willa,ESGATE,wesgate@uni.edu,Male,18/09/1996,Journalism,,Football
111-fc-4301,Hobey,SITFORD,hsitford@uni.edu,Non-binary,22/08/1998,Litterature & Linguistics,Delta Magnus,Gymnastics
111-ea-6901,Carlen,BERTHE,cberthe@uni.edu,Male,29/08/1998,Biotechnology,,Gymnastics
111-bc-7382,Chloris,NEWBERY,cnewbery@uni.edu,Female,04/04/1996,Physics,,Swimming
112-cb-4011,Corette,LE FEAVER,clefeaver@uni.edu,Female,27/05/1997,Tourism & Catering,Kappa Xi,
112-af-1403,Demetris,PARRATT,dparratt@uni.edu,Female,24/07/1997,Journalism,Kappa Xi,Volleyball
112-ed-5229,Clive,ENGLISHBY,cenglishby@uni.edu,Male,09/04/1997,Law,Beta Mu,Gymnastics
112-ab-8074,Bird,PERE,bpere@uni.edu,Female,18/04/1998,History,Beta Mu,Martial Arts
111-ab-7489,Ricky,DANIELLO,rdaniello@uni.edu,Female,04/02/1998,Finance,,Gymnastics
111-dc-8640,Tammy,DEWAN,tdewan@uni.edu,Female,26/07/1997,History,,Hockey
111-db-7180,Nero,KASSEL,nkassel@uni.edu,Male,08/05/1998,Biotechnology,,Gymnastics
111-ac-9499,Ferrel,GINNELL,fginnell@uni.edu,Male,01/05/1997,Business Administration,,Hockey
111-cc-6896,Elias,HADFIELD,ehadfield@uni.edu,Female,20/08/1996,Journalism,,
112-ad-3428,Aridatha,KLIMES,aklimes@uni.edu,Male,07/05/1997,IT,,Gymnastics
111-bd-1692,Zia,KLAUER,zklauer@uni.edu,Female,15/01/1998,Biotechnology,,
112-db-3125,Randee,TAVERNOR,rtavernor@uni.edu,Female,24/08/1996,Engineering,,Basketball
112-aa-9200,Sella,BLANKMAN,sblankman@uni.edu,Male,28/03/1996,Computer Science,Tau Picore,Gymnastics
111-db-9712,Adriano,COWLAS,acowlas@uni.edu,Genderfluid,23/05/1998,Litterature & Linguistics,Nu Psi Lambda,Basketball
112-bd-8622,Callean,GLOSSUP,cglossup@uni.edu,Male,16/08/1998,Engineering,,Basketball
112-ca-9837,Wini,CHURCHOUSE,wchurchouse@uni.edu,Male,12/05/1998,Chemistry,,
111-aa-1443,Leticia,IVONS,livons@uni.edu,Male,24/09/1996,Art & Culture,,Martial Arts
111-fb-2194,Alexei,TRENBAY,atrenbay@uni.edu,Male,25/07/1998,Engineering,,Martial Arts
111-bc-6672,Modestine,ATGER,matger@uni.edu,Female,11/01/1996,Tourism & Catering,,Tennis
112-ca-1868,Leandra,PERSITT,lpersitt@uni.edu,Male,12/11/1997,Mathematics,,Gymnastics
112-cb-3974,Kat,KLYN,kklyn@uni.edu,Male,27/04/1997,Computer Science,Tau Picore,Gymnastics
111-ab-7129,Guglielmo,BEELBY,gbeelby@uni.edu,Male,10/05/1998,Chemistry,,
112-ec-7484,Del,FIHELLY,dfihelly@uni.edu,Female,10/12/1996,Architecture,,Tennis
112-ee-2210,Lesley,MORSTON,lmorston@uni.edu,Female,13/02/1996,Gastronomy,,
111-ea-1490,Julia,CORINGTON,jcorington@uni.edu,Female,22/04/1998,History,,
112-aa-4861,Grenville,URWIN,gurwin@uni.edu,Female,27/05/1997,Journalism,,Volleyball
112-ef-3382,Bearnard,CORCORAN,bcorcoran@uni.edu,Male,17/06/1998,Mathematics,,Hockey
112-df-6035,Gabriella,PERSENT,gpersent@uni.edu,Female,03/11/1996,Computer Science,,Volleyball
112-fd-3251,Bentlee,COUCHER,bcoucher@uni.edu,Female,18/01/1996,Business Administration,,Tennis
111-ab-8940,Lauree,KLEINPLATZ,lkleinplatz@uni.edu,Male,25/06/1998,Mathematics,Delta Magnus,Tennis
111-fb-4090,Ulrika,MAPPLES,umapples@uni.edu,Female,10/06/1998,History,Tau Picore,Volleyball
111-ed-9483,Holden,MCKINSTRY,hmckinstry@uni.edu,Female,22/11/1998,Biotechnology,,
112-fd-9272,Abdel,TYRER,atyrer@uni.edu,Male,06/04/1996,Architecture,,
112-fa-1934,Gaylene,PHELAN,gphelan@uni.edu,Male,01/06/1998,Biotechnology,,Hockey
111-dc-6815,Kipper,ANNAND,kannand@uni.edu,Female,23/10/1998,Gastronomy,Tau Picore,Hockey
111-ab-9909,Garnet,OLLEY,golley@uni.edu,Male,10/03/1996,Architecture,Delta Magnus,Martial Arts
111-eb-1910,Roderick,IGGULDEN,riggulden@uni.edu,Male,17/09/1997,Biotechnology,Nu Psi Lambda,Gymnastics
111-de-3398,Nicolette,IMESEN,nimesen@uni.edu,Male,23/03/1998,Chemistry,,Gymnastics
111-da-2942,Waylin,WOLLER,wwoller@uni.edu,Male,06/03/1996,Psychology,Zeta Omega,Football
112-ac-3681,Cher,PEARCEY,cpearcey@uni.edu,Female,25/02/1998,Gastronomy,,Volleyball
111-ed-2675,Kimble,FAIRPOOL,kfairpool@uni.edu,Genderfluid,14/06/1996,Litterature & Linguistics,,
112-cf-6103,Zsa zsa,SEIN,zsein@uni.edu,Non-binary,04/09/1998,Litterature & Linguistics,Kappa Xi,Football
111-fa-2624,Elizabet,HARIOT,ehariot@uni.edu,Male,04/02/1998,IT,Nu Psi Lambda,Basketball
112-ab-6310,Lyndsie,ROYSE,lroyse@uni.edu,Female,10/09/1997,Psychology,Kappa Xi,Hockey
111-ab-9994,Aindrea,SCAY,ascay@uni.edu,Female,15/02/1997,Physics,Beta Mu,Hockey
112-cf-7777,Bing,BRADD,bbradd@uni.edu,Male,18/08/1998,Law,Zeta Omega,Basketball
111-da-3387,Desirae,PRIGMORE,dprigmore@uni.edu,Male,12/05/1997,Journalism,Delta Magnus,Hockey
112-ee-6711,Coral,KILSBY,ckilsby@uni.edu,Female,08/05/1997,IT,,Gymnastics
111-dd-4388,Norry,BAIGRIE,nbaigrie@uni.edu,Male,30/11/1997,Art & Culture,,Football
112-db-2690,Fabe,COTE,fcote@uni.edu,Male,21/05/1997,Medicine,,Football
111-cf-5460,Gayle,HALDIN,ghaldin@uni.edu,Female,22/03/1998,Art & Culture,Tau Picore,Gymnastics
111-aa-3184,Gottfried,THYNG,gthyng@uni.edu,Male,15/09/1996,Finance,,Hockey
111-cc-6740,Kyla,MINES,kmines@uni.edu,Female,23/06/1998,IT,,Hockey
112-fe-9685,Regen,ROYCROFT,rroycroft@uni.edu,Female,21/07/1998,Medicine,Kappa Xi,
112-fc-3293,Roley,BRAZIL,rbrazil@uni.edu,Genderqueer,04/05/1998,IT,Zeta Omega,Tennis
111-bd-3306,Selig,TORRE,storre@uni.edu,Agender,03/07/1996,Finance,Zeta Omega,Volleyball
112-ea-3795,Sonya,DONETT,sdonett@uni.edu,Female,04/06/1997,Law,,
112-fd-3728,Zebulon,DE'VERE - HUNT,zdevere-hunt@uni.edu,Female,15/03/1998,Psychology,,
112-fd-3422,Karola,FILLINGHAM,kfillingham@uni.edu,Female,04/04/1996,Litterature & Linguistics,Beta Mu,Hockey
111-fc-1979,Burlie,MATTIUSSI,bmattiussi@uni.edu,Male,07/12/1996,Computer Science,,
112-aa-8450,Tate,SENUSSI,tsenussi@uni.edu,Female,23/06/1996,Gastronomy,,Tennis
112-cf-4342,Levin,OTLEY,lotley@uni.edu,Male,17/01/1997,Art & Culture,,Martial Arts
111-ff-2453,Galen,TOD,gtod@uni.edu,Genderqueer,11/09/1996,Computer Science,,Gymnastics
112-ae-2134,Floris,VAN ARSDALL,fvanarsdall@uni.edu,Male,07/05/1996,Computer Science,,Volleyball
111-ea-4364,Laurianne,MOKES,lmokes@uni.edu,Bigender,27/09/1997,Journalism,Delta Magnus,Tennis
111-db-2788,Kathryne,BENYAN,kbenyan@uni.edu,Female,12/07/1996,Litterature & Linguistics,Beta Mu,Swimming
112-ac-7589,Dyana,ADAME,dadame@uni.edu,Polygender,28/04/1998,Art & Culture,,Tennis
112-fe-7721,Danit,BAIN,dbain@uni.edu,Female,27/01/1998,Art & Culture,Beta Mu,Hockey
112-ad-2892,Eddie,BARTOSEK,ebartosek@uni.edu,Female,26/09/1997,Medicine,Beta Mu,Volleyball
111-fe-4830,Clemmy,SUMMERLAD,csummerlad@uni.edu,Female,26/10/1996,History,,Basketball
111-ab-9754,Moria,GETHING,mgething@uni.edu,Male,25/06/1997,Medicine,,Swimming
112-ae-4617,Madelon,ESMONDE,mesmonde@uni.edu,Male,15/10/1998,IT,,Tennis
112-aa-6077,Ulises,BRIND,ubrind@uni.edu,Male,06/01/1998,Business Administration,Zeta Omega,
111-cb-1757,Robert,MARTINAT,rmartinat@uni.edu,Male,26/12/1996,Journalism,Pi Gamma Rho,Tennis
112-fc-1492,Andrej,WIMPRESS,awimpress@uni.edu,Female,31/10/1998,Art & Culture,Tau Picore,Martial Arts
112-cb-3285,Christal,BOTWOOD,cbotwood@uni.edu,Male,25/08/1998,Psychology,,Football
112-eb-1952,Cairistiona,MCELREA,cmcelrea@uni.edu,Female,19/08/1996,Medicine,,Tennis
112-af-1229,Lettie,GADEAUX,lgadeaux@uni.edu,Agender,23/03/1997,Journalism,Tau Picore,Football
111-ba-3141,Alexina,STILE,astile@uni.edu,Male,23/09/1997,Law,Tau Picore,Swimming
111-ae-1089,Gan,GEERING,ggeering@uni.edu,Female,17/01/1998,Tourism & Catering,Tau Picore,Volleyball
112-af-8339,Lief,TRAMEL,ltramel@uni.edu,Female,16/04/1997,Art & Culture,Tau Picore,Hockey
111-af-1118,Sianna,PANKETHMAN,spankethman@uni.edu,Male,19/10/1997,Architecture,Kappa Xi,Gymnastics
111-ae-4759,Diarmid,CREAN,dcrean@uni.edu,Female,21/02/1998,Gastronomy,,
111-da-4587,Peadar,BENDE,pbende@uni.edu,Male,11/12/1997,Computer Science,,Football
112-fe-9265,Jennine,BALOG,jbalog@uni.edu,Genderfluid,07/12/1997,Psychology,,Swimming
112-bf-6149,Rafferty,VASNEV,rvasnev@uni.edu,Female,14/12/1998,Mathematics,,Tennis
111-ae-9218,Hurlee,ASHPITAL,hashpital@uni.edu,Non-binary,27/07/1996,Mathematics,Tau Picore,Hockey
112-aa-6340,Irwinn,PINKSTONE,ipinkstone@uni.edu,Male,17/12/1998,Medicine,Delta Magnus,
111-fe-7462,Natalina,STEANSON,nsteanson@uni.edu,Male,29/08/1996,Law,,
112-de-2640,Hetti,AUKLAND,haukland@uni.edu,Male,20/03/1998,Tourism & Catering,,
111-db-3675,Katerine,LACKNEY,klackney@uni.edu,Male,05/12/1997,Psychology,,Martial Arts
111-fb-7522,Lexy,ROLLINGS,lrollings@uni.edu,Non-binary,24/05/1998,Computer Science,Nu Psi Lambda,Basketball
112-ab-2302,Laurianne,FERRAI,lferrai@uni.edu,Male,18/01/1998,Finance,Beta Mu,Football
112-ca-7896,Alvin,CRAMPSY,acrampsy@uni.edu,Male,13/09/1997,Computer Science,Kappa Xi,Gymnastics
111-db-2898,Kellie,GIRTON,kgirton@uni.edu,Polygender,05/07/1997,Business Administration,Zeta Omega,Tennis
111-ee-1118,Pip,ORDISH,pordish@uni.edu,Female,13/12/1998,Art & Culture,Kappa Xi,
112-ab-6323,Darryl,COCKRAN,dcockran@uni.edu,Male,22/05/1998,IT,,Gymnastics
112-af-2133,Faun,MCCULLOCK,fmccullock@uni.edu,Female,22/03/1997,Psychology,Beta Mu,Basketball
112-fe-9273,Gar,POCOCK,gpocock@uni.edu,Male,04/11/1996,Biotechnology,,Basketball
112-bc-6037,Megen,CALF,mcalf@uni.edu,Female,15/07/1996,History,Tau Picore,Volleyball
112-fd-2672,Sax,PLEDGE,spledge@uni.edu,Female,10/10/1998,Medicine,,Hockey
112-ea-6499,Donnell,STOCKDALE,dstockdale@uni.edu,Male,16/01/1998,IT,Nu Psi Lambda,Martial Arts
111-fb-4383,Franklin,CAGHAN,fcaghan@uni.edu,Male,23/01/1997,Architecture,,Football
111-bd-9179,Etti,SEADON,eseadon@uni.edu,Female,18/02/1997,Computer Science,Tau Picore,
112-af-3629,Stephanus,JOBES,sjobes@uni.edu,Female,08/07/1998,History,Kappa Xi,Volleyball
111-cc-7576,Carma,KELLERT,ckellert@uni.edu,Female,22/04/1996,Computer Science,,Gymnastics
112-ef-7073,Charla,TROOD,ctrood@uni.edu,Agender,20/08/1998,Biotechnology,,Swimming
112-eb-9098,Adara,MARKL,amarkl@uni.edu,Female,23/03/1996,IT,,Swimming
112-ec-8768,North,SCRASE,nscrase@uni.edu,Male,30/12/1997,Business Administration,Kappa Xi,Hockey
112-bd-6358,Michelle,WORTLEY,mwortley@uni.edu,Male,06/10/1998,Tourism & Catering,Pi Gamma Rho,
112-ee-6311,Devlin,WATKISS,dwatkiss@uni.edu,Male,28/01/1997,Business Administration,,Hockey
111-dd-4410,Lesley,FORTEN,lforten@uni.edu,Genderfluid,24/02/1997,History,,Football
112-da-3989,Casi,GORRISSEN,cgorrissen@uni.edu,Female,14/07/1998,Psychology,Tau Picore,Hockey
111-cf-5494,Flor,HAYSHAM,fhaysham@uni.edu,Male,14/02/1996,History,,Swimming
111-cf-7547,Jennine,COLLENS,jcollens@uni.edu,Female,07/10/1997,Law,Beta Mu,
112-cd-5786,Odilia,GUNBIE,ogunbie@uni.edu,Male,07/08/1996,History,,Hockey
112-ef-8489,Mano,HOUSAM,mhousam@uni.edu,Female,08/08/1996,Finance,,Hockey
111-fc-9276,Lian,CARDNELL,lcardnell@uni.edu,Female,12/01/1996,Tourism & Catering,Beta Mu,Hockey
112-bc-4986,Durante,PAMPLING,dpampling@uni.edu,Female,25/06/1997,Architecture,,Volleyball
111-fb-9258,Benedikt,HELLWIG,bhellwig@uni.edu,Male,28/09/1998,Business Administration,,Gymnastics
111-ae-6183,Terry,PAWLACZYK,tpawlaczyk@uni.edu,Genderfluid,11/07/1998,Chemistry,,
111-cb-8821,Nikkie,FASLER,nfasler@uni.edu,Male,13/10/1997,Gastronomy,,
112-eb-7940,Carmita,STUDHOLME,cstudholme@uni.edu,Male,08/02/1996,Mathematics,Tau Picore,Martial Arts
112-df-6825,Percy,BIASIO,pbiasio@uni.edu,Polygender,08/01/1997,Journalism,,Football
111-ec-3612,Thomasin,GELDART,tgeldart@uni.edu,Female,29/06/1997,Mathematics,,Tennis
111-ba-8462,Elonore,SAVIN,esavin@uni.edu,Female,22/06/1997,History,,Gymnastics
112-bd-2032,Taylor,JACOBOWITS,tjacobowits@uni.edu,Female,12/05/1998,Litterature & Linguistics,,Gymnastics
111-db-9940,Roxane,COTTEREL,rcotterel@uni.edu,Female,22/03/1997,Physics,,Volleyball
112-ef-6335,Constanta,CHITTY,cchitty@uni.edu,Male,15/11/1997,Gastronomy,,Gymnastics
112-ff-7499,Christie,CLERICOATES,cclericoates@uni.edu,Female,21/11/1996,Litterature & Linguistics,Beta Mu,Gymnastics
112-fc-4165,Derrek,BEANE,dbeane@uni.edu,Male,10/08/1997,Psychology,,Martial Arts
112-ab-8879,Terza,SCHOLE,tschole@uni.edu,Male,09/06/1997,IT,Zeta Omega,Tennis
111-eb-8439,Pete,GOUCH,pgouch@uni.edu,Male,29/12/1996,Architecture,,
111-af-4194,Eugen,PENDALL,ependall@uni.edu,Male,11/08/1998,Gastronomy,,Volleyball
111-de-3127,Broddy,CHALLONER,bchalloner@uni.edu,Bigender,18/05/1997,Journalism,Kappa Xi,Martial Arts
111-dc-9592,Filippo,FANTIN,ffantin@uni.edu,Genderqueer,20/10/1997,Architecture,,Swimming
112-db-9230,Indira,JOHNSON,ijohnson@uni.edu,Male,05/01/1996,Business Administration,Tau Picore,Football
112-fa-1001,Willa,FRITCHLEY,wfritchley@uni.edu,Female,07/10/1997,Mathematics,Beta Mu,Gymnastics
112-bd-3351,Ermentrude,HARTUP,ehartup@uni.edu,Male,20/01/1998,Litterature & Linguistics,Zeta Omega,Gymnastics
111-bc-4428,Lonnie,FAWDERY,lfawdery@uni.edu,Male,06/11/1996,Architecture,,
111-ba-9853,Ardenia,MONNOYER,amonnoyer@uni.edu,Agender,19/07/1998,Biotechnology,,Hockey
111-ce-9567,Rodney,GREETLAND,rgreetland@uni.edu,Male,10/11/1997,IT,,Swimming
111-dc-4410,Mireille,ISAKOVITCH,misakovitch@uni.edu,Female,20/01/1998,Computer Science,Kappa Xi,Tennis
111-dc-7896,Sharon,ZELLEY,szelley@uni.edu,Female,12/11/1997,Tourism & Catering,Tau Picore,
111-dc-3969,Vita,URIDGE,vuridge@uni.edu,Male,29/05/1998,Chemistry,,
112-ae-6754,Mariana,DELGARDILLO,mdelgardillo@uni.edu,Male,22/08/1996,Journalism,,Football
112-bf-4718,Guss,ALVEN,galven@uni.edu,Male,15/06/1996,Chemistry,Nu Psi Lambda,Basketball
112-ca-2311,Abrahan,GIRIARDELLI,agiriardelli@uni.edu,Male,04/12/1998,Computer Science,Kappa Xi,
111-eb-6405,Sheree,CONKEY,sconkey@uni.edu,Polygender,27/04/1996,Litterature & Linguistics,,Hockey
112-ec-4692,Alisha,TRIVETT,atrivett@uni.edu,Male,30/09/1998,Chemistry,,
112-ea-6684,Tannie,JEANEL,tjeanel@uni.edu,Female,12/02/1998,Physics,,
111-ca-6755,Jordan,DURDAN,jdurdan@uni.edu,Non-binary,22/04/1996,Engineering,Zeta Omega,Hockey
112-fd-3613,Edlin,CULLIP,ecullip@uni.edu,Non-binary,22/01/1996,Business Administration,Beta Mu,Hockey
111-da-8496,Stacee,SCHWERIN,sschwerin@uni.edu,Female,07/10/1997,Medicine,Beta Mu,Tennis
111-bb-5109,Ronald,CLOY,rcloy@uni.edu,Female,21/06/1998,Tourism & Catering,,Hockey
112-fc-6206,Nevile,PERCHE,nperche@uni.edu,Male,07/07/1998,Law,,Swimming
112-bb-9114,Hoebart,FETTER,hfetter@uni.edu,Female,09/10/1996,History,Tau Picore,Hockey
112-bb-6147,Richardo,LENIHAN,rlenihan@uni.edu,Male,30/08/1996,Law,,Gymnastics
111-ab-3095,Martita,EELES,meeles@uni.edu,Male,13/06/1997,Biotechnology,Beta Mu,
111-fd-5006,Jan,BURNYEAT,jburnyeat@uni.edu,Female,26/12/1998,Art & Culture,Tau Picore,Tennis
